name,address,rating,user_ratings_total,place_id,types,taluka,latitude,longitude,,
Agally Fatorda Christmas Crib,"7XQG+6W4, Borda, Madgaon",4.2,9,ChIJnaHZ_NWzvzsReJpbfvSEfho,"tourist_attraction, point_of_interest, establishment",Salcete (Margao),15.2880063,73.9773262,,
Pilot Point - Mormugao Port Trust,"CQ6W+59H, Headland Sada, Vasco Da Gama, Goa 403803, India",3.7,240,ChIJ77yvvqrHvzsRJIfEzPTBw3M,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.4104344,73.7959938,,
Baina Beach Sunset Point,"Ground floor, Menezes Souza Building, near Sanjivani Hospital, Baina, Vasco Da Gama, Mormugao, Goa 403802, India",4.3,568,ChIJv_vJElTHvzsR1UCX6rUIL4k,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.3946396,73.8046205,,
Japanese Garden,"CQ4P+QVJ, Marmugao Port Trust Colony, Mormugao, Goa 403804, India",4.1,8211,ChIJsbm561bGvzsR2uhVi1Uzo9E,"park, tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.4069725,73.7871306,,
Sada beach,"CQ4P+HJ3, Marmugao Port Trust Colony, Vasco Da Gama, Mormugao, Goa 403804, India",4.5,8,ChIJ73lVbwDHvzsRjcDsuc01CpM,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.4063837,73.7865601,,
Japanese Beach,"CQ4P+PFM, Headland Sada, Vasco Da Gama, Mormugao, Goa 403804, India",4.5,37,ChIJlVnNLwDHvzsR2HLCAvOgE5w,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.4059645,73.7863033,,
Beach Sun set View Point,"CQ4P+PFM, Headland Sada, Vasco Da Gama, Mormugao, Goa 403804, India",4.7,48,ChIJuzunganHvzsRn9Vmk-FqYs8,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.4068494,73.7861705,,
Lovers View Point,"CQ4P+QHF Head Land Sada, Marmugao Port Trust Colony, Mormugao, Goa 403804, India",4.4,25,ChIJEXTqTFbHvzsRSrL-tugU154,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.4066692,73.786411,,
Vaddem sight seing,"CR39+8WX, Vaddem, Vasco Da Gama, Goa 403802, India",4,1,ChIJk4aFOQDHvzsR5OqfJMgVFzU,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.4033746,73.8198508,,
Venice Rocks,"161-A, Alto Chicalim, Bogmalo, Goa 403711, India",4.1,49,ChIJA_LJAFS5vzsRp8jXA1FPq-Q,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.4038461,73.8443074,,
Varunapuri Beach,"9RJ5+44Q, Varunapuri, Mormugao, Goa 403802, India",4.1,52,ChIJPwQ3aLPHvzsRTr6U3_ecIh8,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.3803477,73.8078643,,
Varnapuri Junction,"9RP9+7R2, Varunapuri, Mormugao, Vasco Da Gama, Goa 403801, India",4,49,ChIJH7d2IQDHvzsRlsdFz1WNH7w,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.3856444,73.8195245,,
Baina Sea Link Bridge,"NH566, MPT Colony, Baina, Vasco Da Gama, Mormugao, Goa 403802, India",4.4,13,ChIJFaOFMgDHvzsRWvSXHjwHElw,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.392319,73.8071273,,
Behind new vaddem lake,"CR3H+739, Vaddem, Bogmalo, Goa 403802, India",4.1,9,ChIJZzTDD1zHvzsRtzGHeMHH06A,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.4031163,73.8283573,,
Elle Agri Treks and Tours,"Vaddem, Vasco Da Gama, Goa 403802, India",4.4,9,ChIJBewxj2nHvzsRPEpB2sBPl1g,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.4019581,73.8175543,,
Bimbvel Beach,"9RG7+FG, Vasco Da Gama, Goa 403801, India",0,0,ChIJd0BdfgDHvzsRupbT_iHm1QU,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.3761671,73.8138674,,
Scuba diving spot Goa,"9QFX+J7, Vasco Da Gama, Goa, India",3.1,14,ChIJ2R3fdADHvzsRe1AILLcfXJg,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.374035,73.798246,,
Baina highway,"9RP5+M9R, MPT Colony, Valankanni, Baina, Vasco Da Gama, Mormugao, Goa 403802, India",5,1,ChIJ0TExYgDHvzsR31rvxElYZ0M,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.3867393,73.8084054,,
Heart Shape Lake,"Chikolna, Goa 403806, India",4.4,999,ChIJnXi5ICS3vzsR4qiKolF-iYU,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.3610396,73.8424748,,
Naval Seaview point,"CQ4P+PFM, Headland Sada, Vasco Da Gama, Mormugao, Goa 403804, India",5,4,ChIJeUU_WQDHvzsRVK6PHZj3f98,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.4078399,73.7857722,,
Grande torre,"9QXF+XH, Vasco Da Gama, Goa, India",4,2,ChIJQ4DyaADHvzsRDwQQJaMUhGc,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.3999624,73.7739896,,
Jake's underwater cave,"9Q2M+9C, Vasco Da Gama, Goa 403601, India",4.5,8,ChIJY-LZdADJvzsRmx8RdE9UfYI,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.3509375,73.7835625,,
Fishing boat parking lot,"CR38+78C, Vaddem, Vasco Da Gama, Goa 403802, India",0,0,ChIJpVADQADHvzsRUxxF7qb4W_M,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.4029084,73.8150972,,
Way to Grand Island,"8QXW+J5, Vasco Da Gama, Goa, India",3.7,3,ChIJQa47eQDJvzsRhat6EaUsloo,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.3491431,73.7946306,,
Vasco Garden,"9RX7+47W, Vaddem, Vasco Da Gama, Goa 403802, India",3.7,23,ChIJ45oacLzHvzsR73AnGc6d-kY,"park, point_of_interest, establishment",Mormugao (Vasco),15.39786,73.8131899,,
Sara's Bay,"9Q3J+V4, Vasco Da Gama, Goa, India",5,8,ChIJdWTrCgDJvzsR__x9X4puHY0,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.3546453,73.7802613,,
Whale,"8QXC+QQ, Vasco Da Gama, Goa, India",0,0,ChIJZ9umGADJvzsRohS5nC0ClLo,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.3494781,73.7719776,,
Beauty Rock,"8QV6+M4, Vasco Da Gama, Goa, India",5,1,ChIJLQpzGADJvzsR951_diAnFpQ,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.3442122,73.7602993,,
Shoe rock,"8QX7+JM, Vasco Da Gama, Goa, India",3,2,ChIJKyM7DwDJvzsRM69TwLsiFjc,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.3491234,73.7641932,,
São Jacinto Island,"CV47+G9W, São Jacinto, Sancoale, Goa 403711, India",4.2,159,ChIJse7xxme4vzsRjr86FPOpuSQ,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.4063698,73.86345,,
Sniper's point,"CQ3Q+W57, Custom Colony, Mormugao, Goa 403804, India",0,0,ChIJjaWBDADHvzsRO0PXYYvwW7w,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.4047828,73.7879204,,
Sunset Park,"9RJ6+68M, Unnamed Road, Varunapuri, Vasco Da Gama, Mormugao, Goa 403802, India",4.3,115,ChIJ02xTgsTHvzsRBKIIjTnsOBE,"park, point_of_interest, establishment",Mormugao (Vasco),15.3805756,73.8107895,,
Jacuzzi water falls,"9VC6+2X4, Verna, Dabolim, Goa 403806, India",4.6,7,ChIJNTs4EAC3vzsRd061I-_lnpQ,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.3700157,73.8624576,,
C & A adventures water sports,"beach, Bogmalo, Mormugao, Goa 403806, India",3.6,7,ChIJRWe7SVrHvzsRoavk_URtYgc,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.369213,73.8341244,,
Hole Beach View Point,"CQ3P+XM8, Headland Sada, Mormugao, Goa, India",3.7,3,ChIJ_YzheqHHvzsRvTnncPdnjy0,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.4049002,73.7867089,,
Baina Beach,"9RR4+JPM, Beach, Baina, Mormugao, Goa 403802, India",4.2,2322,ChIJn9jM-MjHvzsR9KTwwkmmR8E,"point_of_interest, establishment",Mormugao (Vasco),15.3915832,73.8068001,,
Valor Beach,"9V7H+79, Consua, Goa 403712, India",4.4,33,ChIJ666TNqG3vzsRA-sPd0TohsU,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.363175,73.8783893,,
Mormugao Port Authority Children's Park,"CQ4P+XRH, Headland Sada, Vasco Da Gama, Mormugao, Goa 403804, India",4,70,ChIJd4WP8VbGvzsRhcNNjdlXrXM,"park, point_of_interest, establishment",Mormugao (Vasco),15.407445,73.7870959,,
Bogmalo Beach,"Bogmalo Beach, Bogmalo, Goa 403806, India",4.4,2435,ChIJWw10cf3HvzsRnMktzbQW5J0,"natural_feature, establishment",Mormugao (Vasco),15.3698038,73.8336358,,
Hansa Beach,"Hansa Beach, Vasco Da Gama, Goa, India",4.3,194,ChIJs18hiNzHvzsRbzenwLDrX9M,"natural_feature, establishment",Mormugao (Vasco),15.3761369,73.8137851,,
Bimbel Beach,"Bimbel Beach, Vasco Da Gama, Goa 403801, India",3.7,32,ChIJCTDr0-DHvzsR9UEtahayNOE,"natural_feature, establishment",Mormugao (Vasco),15.3731347,73.8211375,,
Dream Beach,"9R8P+3MC, Bogmalo, Goa 403806, India",4.9,7,ChIJDSI10u7JvzsR4lzwLqAN-nk,"park, point_of_interest, establishment",Mormugao (Vasco),15.3651972,73.8366373,,
Utorda Beach,"8V9X+RCV, Utorda, Goa 403713, India",4.5,1015,ChIJFX_X4vq2vzsRD8vMc2kuQ8Q,"point_of_interest, establishment",Mormugao (Vasco),15.3196183,73.8985491,,
NCPOR Sunset Point,"9QWR+W9J, Unnamed Road, Alto Desterro, Mormugao, Goa 403803, India",4.8,20,ChIJRf-Nh2PHvzsRDtdgPz_kCfk,"park, point_of_interest, establishment",Mormugao (Vasco),15.3973406,73.7908956,,
Vainguinim Beach,"Vainguinim Beach, Goa 403004, India",4.4,350,ChIJUw_oZjTHvzsRdEnG1K85mmg,"natural_feature, establishment",Mormugao (Vasco),15.4555962,73.8134175,,
Vaddem Lake and Park,"9RXH+W63, Vaddem, Vasco Da Gama, Goa 403802, India",3.9,77,ChIJt9Ons5HHvzsRlLB5ydLBWxM,"park, point_of_interest, establishment",Mormugao (Vasco),15.3997582,73.8280506,,
MUNICIPAL PARK,"9RX7+384, Swatantra Path, Vaddem, Mormugao, Vasco Da Gama, Goa 403802, India",3.8,131,ChIJF2rbb7zHvzsRRK50NrNIQWs,"park, point_of_interest, establishment",Mormugao (Vasco),15.3976309,73.8133397,,
1930 Vasco,"Swatantra Path, opp. The HQ, Vaddem, Vasco Da Gama, Goa 403802, India",4,1470,ChIJl6jODLzHvzsRrvkuMpDJn-k,"movie_theater, shopping_mall, parking, meal_takeaway, restaurant, point_of_interest, food, establishment",Mormugao (Vasco),15.3970725,73.8129321,,
Purva Aquarium & pets,"shop no 6, chase international bldg, Purva aquarium, behind Hotel La Paz Building, Vasco Da Gama, Goa 403802, India",3.8,91,ChIJjQFxX7zHvzsRY56bK5jDwB8,"aquarium, point_of_interest, store, establishment",Mormugao (Vasco),15.397901,73.813995,,
Children's Park,"9RXH+5RG, Vaddem, Vasco Da Gama, Goa 403802, India",3.6,86,ChIJXS2y5ZHHvzsRCZxv0uNfNSQ,"park, point_of_interest, establishment",Mormugao (Vasco),15.3979421,73.8295721,,
Zuari River Dash (Goa Kayaking),"CV37+MXF, São Jacinto Island, São Jacinto, 403711, India",4.1,223,ChIJx8FvGWi4vzsRu2ejATiKguk,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.4041848,73.8649289,,
Mormugoa Municipal Childrens park,"Childrens Park, Swatantra Path, Vaddem, Vasco Da Gama, Goa 403802, India",4.1,7,ChIJBSHRarzHvzsRADEfJ2pESY8,"park, point_of_interest, establishment",Mormugao (Vasco),15.3972813,73.813813,,
Parking,"9RPQ+JF9, Chicalim",0,0,ChIJjV0wSwDHvzsRY488r3z2LBo,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.386533,73.838947,,
Flight landing view point,"9RHW+5FF, Bogmalo Road, Ranghavi Estate, Dabolim",4.3,4,ChIJl_sALwC5vzsREE5NnR7N_I4,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.3779332,73.8461687,,
Anthony Da Costa Coconut Plantation,"CR2R+76M, Chicalim",5,1,ChIJ9appPgDHvzsR6QsHJruw2cw,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.4007049,73.8405456,,
Chikhalli Circle,"9RXM+J4H, 9RXM+H4WChicalim, Mormugao",0,0,ChIJL8TgYwDHvzsRRlTAecIE4vY,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.3990664,73.832845,,
Mansher -The Fishing Point,"CR3V+FPX, Chicalim",5,7,ChIJE37uY5i5vzsRvxld8mNAIZ4,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.4037468,73.8443688,,
Little Vagator Beach,"HPVM+9RF, Ozran Beach, Small, near Vishwas Restaurant, Vagator, Goa 403509, India",4.4,57,ChIJ6ZnRqarpvzsRP9QN6TdJnbk,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.5932924,73.7341937,,
Dolphin View Point,"FQQ8+FX7, Unnamed Road, Aguada Fort Area, Candolim, Goa 403515, India",4.3,132,ChIJrYOizHLBvzsRFGafpsTaR7o,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.4886642,73.767433,,
Badem Sunset Point,"Nr Church, Badem, Vagator, Goa 403509, India",4.5,291,ChIJyccR2t7rvzsRXjIMgotjDP4,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.6076719,73.7513173,,
Hidden Cave,"PMFJ+56, Querim, Goa 403524, India",4.5,43,ChIJZXmo4pnxvzsRYWDyFZfODtY,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.722933,73.680528,,
Sunset Point,"Anjuna, Vagator, Goa 403509, India",4.7,46,ChIJnemhO4rpvzsRcIfLZ5I1_JY,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.5896849,73.7350371,,
Shree Hanuman Maharudra Sansthan,"8/3, Hutatma Circle, Mapusa, Goa 403507, India",4.6,669,ChIJH6lhruPqvzsR1e-1dkaL6eM,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment",Bardez (Mapusa),15.5910889,73.8101578,,
Chapora River View,"JQJ4+PG6, Unnamed Road, Kudal, Siolim, Gude, Goa 403517, India",4.5,83,ChIJP2Sf_2nrvzsREjVOQ7TtEjc,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.6317892,73.7562666,,
Amthane Dam,"MWC4+8V4, Amthane, Dumase, Latambarcem, Goa 403513, India",4.2,984,ChIJXYxXvOuTvzsRHFiXj3u6xWg,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.6707536,73.9071929,,
Baga Creek,"614, Calangute - Baga Rd, Baga, Goa 403509, Calangute - Baga Rd, Baga, Goa 403509, India",4.4,871,ChIJE1bOJR7qvzsR_qI8QRuYqDg,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.5632781,73.7482106,,
Ganesh Puri Circle,"JR33+4V8, Duler-Marna-Siolim Rd, Ekta Nagar, Mapusa, Goa 403507, India",4.5,13,ChIJXcnVT4LrvzsRgf_RNcLFeSM,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.6027997,73.8046962,,
Mapusa Municipal Market,"Municipal Market, Mapusa Municipal Market, Mapusa, Goa 403507, India",3.9,23160,ChIJE8eTqebqvzsRfdJVSlfrikk,"point_of_interest, establishment",Bardez (Mapusa),15.5883763,73.8127861,,
Manohar Parrikar Junction,"HQ9P+9X4, Calangute - Mapusa Rd, Parra, Goa 403510, India",4.6,20,ChIJ-cNJkRvrvzsRa5kAa_LIb9Q,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.5683941,73.7874503,,
Thunder world Goa Amusement Parks,"Road, Vegas Vaddo Rd, nr. St. Joseph School Road, Nagva, Arpora, Goa 403516, India",4.4,2146,ChIJs_yJ2ljrvzsRwK8iiy9B2Uc,"amusement_park, tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.5613477,73.7703529,,
Guirim Pokollim,"HR74+93V, Guirim, Goa 403510, India",4.2,196,ChIJAQAAAJfqvzsRwArQuEA_wbY,"point_of_interest, establishment",Bardez (Mapusa),15.5634875,73.8051719,,
Ram Cruise Booking,"Housing board, near FITNESS GYM, Ekta Nagar, Mapusa, Goa 403507, India",5,9,ChIJCR6mL47rvzsRWBTfIzOHvCE,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.6010635,73.8055602,,
SAI ISLAND AND FARM,"Locality - Bunderwado, Road, Sonaye, Tuye, Goa 403512, India",4.7,134,ChIJ_3X52eTtvzsRts4G7ZMLdvI,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.6544406,73.8073613,,
Sunset View Point,"JQ62+2QC, Assagao, Goa 403512, India",4.7,124,ChIJF9pAmLXrvzsR7y9eQPFouKs,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.6100663,73.7518765,,
Querim Cave,"PM3V+RVC, Paliem, Goa 403519, India",4.5,476,ChIJL7v1a27vvzsR77ltuRh5gNs,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.7043033,73.6939386,,
Vagator Beach Cross,"HPXM+R2W, Bardez, Anjuna, Goa, India",4.4,74,ChIJ1RrC1nHpvzsRC-6IN8mKVNc,"point_of_interest, establishment",Bardez (Mapusa),15.5996173,73.7325904,,
Anjuna beach,"HPMP+QRQ, Dmello Vaddo, Anjuna, Goa 403509, India",4.4,261,ChIJ0RksR4PpvzsR_JmuqKSOBSg,"point_of_interest, establishment",Bardez (Mapusa),15.5844512,73.7371005,,
Kegdole Beach,"Kegdole Beach, Goa, India",4.1,90,ChIJD3_kY_7AvzsRtCKhhrfR8TU,"natural_feature, establishment",Bardez (Mapusa),15.4986227,73.796598,,
Callgunte Beach,"Callgunte Beach, Near Calangute Beach, Calangute, Goa 403516, India",4.3,640,ChIJTYXuY_3BvzsRq4_IXSwnlic,"natural_feature, establishment",Bardez (Mapusa),15.5446641,73.7576483,,
Anjuna Beach,"Monteiro Vaddo, Anjuna, Goa 403509, India",4.6,41,ChIJb2Nex3jpvzsRkBsDLIIHGBE,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.5761254,73.7403916,,
Little Vagator,"Little Vagator, Vagator, Goa 403509, India",4.5,630,ChIJc5u2ZnfpvzsRlcPuyACy-JI,"natural_feature, establishment",Bardez (Mapusa),15.5927324,73.735625,,
Chapora Beach,"Chapora Beach, Chapora, Goa, India",4.1,552,ChIJ01ErhWbpvzsRnEzT0GMVjh8,"natural_feature, establishment",Bardez (Mapusa),15.606325,73.7402468,,
Srikarisapusiá Beach,"ROCKPOOL, 495, W Goa, 2, Vagator Beach Rd, Vagator, Anjuna, Goa 403509, India",5,3,ChIJuVglFADpvzsRWe4ZHq21IEw,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.6066796,73.7323809,,
Candolim Beach Entry Gate,"573, Candolim Beach Rd, Candolim, Goa 403515, India",4.6,40,ChIJER7Qg7HBvzsRuBcwWRhOKv0,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.5181114,73.7638247,,
Chari House,"JP3Q+CRR, Chapora, Anjuna, Goa 403509, India",5,8,ChIJE4WmZcHpvzsRfokh2LTOYzQ,"point_of_interest, establishment",Bardez (Mapusa),15.6036249,73.7394858,,
Heritage Exotica Villa,"Villa A1, Heritage Exotica, Bardez, Arpora, Goa 403516, India",4.7,256,ChIJ7e3F0u7rvzsRiushDCJTilg,"point_of_interest, establishment",Bardez (Mapusa),15.5699222,73.7688268,,
Palacete Rodrigues - Heritage Holiday Mansion,"H.no, 1131, Bardez, Mazal Waddo, Anjuna, Goa 403509, India",4.2,174,ChIJX-9hTynqvzsRsFDhRJXbSFA,"bar, lodging, restaurant, food, point_of_interest, establishment",Bardez (Mapusa),15.5834853,73.753063,,
The Banyan Tree,"MPP6+H2X, Arambol",4.3,120,ChIJQQ0EV1DuvzsRN1cweqHFutA,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment",Bardez (Mapusa),15.6864792,73.7101138,,
Nagesh Water World,"road, near Pascol farm, opposite Nestle factory, Ponda, Tisk, Khandepar, Goa 403406, India",3.6,1120,ChIJCR5nGxelvzsRHCjJA0c6jnA,"tourist_attraction, amusement_park, point_of_interest, establishment",Ponda,15.4173318,74.0589388,,
Sunset Point Parampai,"Madkai - Kundai Link Rd, Ponda, Madkai, Goa 403404, India",4.4,52,ChIJv6UuCLm7vzsR_sS0dmVD4uE,"tourist_attraction, point_of_interest, establishment",Ponda,15.4068838,73.9443716,,
Khadpaband Garden,"9XXX+FX9, Friends Colony, Khadpabandh, Ponda, Goa 403401, India",4.1,308,ChIJk4-F-5O6vzsRSEFeY7X4txw,"park, point_of_interest, establishment",Ponda,15.3986647,73.9999901,,
St. Anne's Church - Ponda,"C237+5XF, Silva Nagar, Ponda, Goa 403401, India",4.5,208,ChIJcfVL5Hy7vzsRz-cutqs6uz0,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Ponda,15.402947,74.0148868,,
Shree Bhagavati Temple,"9XQX+37W, Dhavali, Yashwant Nagar, Ponda, Goa 403401, India",4.7,142,ChIJoSrEm5u6vzsR9YW8sY84gZE,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment",Ponda,15.3877655,73.9981828,,
KalilShaikh Taxi Tourist,"Naga masjid, Curti, Ponda, Goa 403401, India",5,1,ChIJEdCLjJa7vzsRHFL23QG1ToE,"tourist_attraction, point_of_interest, establishment",Ponda,15.4067917,74.0077234,,
"Shree Mahalaxmi Saunsthan, Bandora","Shree Mahalaxmi Sausthan Bandiwade, Left feom Nageshi, Bandora, Ponda, Goa 403401, India",4.8,3618,ChIJ0bVnNrm6vzsRbJmOx8GFSV4,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment",Ponda,15.4060292,73.9798296,,
Krishi Setu,"GWCW+3FQ, Near Govnali bridge, Marcel, Old Goa Road, Madapai, Ponda, Goa 403106, India",4.2,21,ChIJ-c1HcgC_vzsRCncr2Zugj00,"tourist_attraction, point_of_interest, establishment",Ponda,15.5202216,73.9462324,,
Madapai hill,"GXF3+C3Q, New wada, Madapai marcle, ponda, Orgao, Goa 403107, India",4.3,6,ChIJVUhESAC9vzsR8F3MGGATqYU,"tourist_attraction, point_of_interest, establishment",Ponda,15.5235787,73.9527461,,
"Vagapet (Tiger Cave), Vaghurme, Ponda-Goa","F27H+4QV, Vagurbem, Khajanwada, Goa 403107, India",4.5,4,ChIJgZfrLgO7vzsRaJvkgyb1xfY,"tourist_attraction, point_of_interest, establishment",Ponda,15.4624469,74.028305,,
Ponda creek fishing spot,"C244+5R9, Kazi Waza, Ponda, Goa 403401, India",0,0,ChIJ5-oCNAC7vzsRMp1PnWVLFCA,"tourist_attraction, point_of_interest, establishment",Ponda,15.4054153,74.0071088,,
House for Shoot,"F2H9+V3G, Ponda - Apewal - Querim - Savoi - Verem – Betqui - Marcela, Savoi-Verem, Ponda, Goa 403107, India",0,0,ChIJl5-eGAC9vzsR2E5vT5vc9tE,"tourist_attraction, point_of_interest, establishment",Ponda,15.479685,74.017708,,
Shri Vijayadurga Temple,"FX8X+V5W, Keri, Betki, Goa 403404, India",4.8,739,ChIJ-RwEnmO7vzsR0ss1RXzAy4k,"hindu_temple, place_of_worship, point_of_interest, establishment",Ponda,15.4672429,73.9979551,,
"Shree Mahadev Temple, Curti श्री महादेवाचें देवुळ","C256+8V, Antruj Nagar, Ponda, Goa 403401, India",4.3,41,ChIJY9_m7827vzsRBalGANpQv_U,"hindu_temple, place_of_worship, point_of_interest, establishment",Ponda,15.4082937,74.0123176,,
Shri Shantadurga Temple Kunkolim-Ponda,"FX6H+VJ8, Cuncoliem, Kumkaliem, Goa 403404, India",4.7,202,ChIJVVVVVYK7vzsRFowSDFbUqEE,"hindu_temple, place_of_worship, point_of_interest, establishment",Ponda,15.4621231,73.9790703,,
Shree Kapileshwar Temple,"9XRR+9XF, Ponda, Goa 403401, India",4.4,556,ChIJIW8GcoW6vzsRgbbWJcGiA50,"hindu_temple, place_of_worship, point_of_interest, establishment",Ponda,15.3909565,73.9924158,,
श्री शांतेरी आनी कामाक्षी देवुळ Shri Shanteri and Kamakshi Temple,"9XXJ+G9R, Unnamed Road, Agapur, Bandiwada, Goa 403401, India",4.9,32,ChIJfR1WQ9q7vzsRqy4CXyrAYd4,"hindu_temple, place_of_worship, point_of_interest, establishment",Ponda,15.3988599,73.9808794,,
"Shrimad Anant Devasthan, Savoi Verem","F2H9+9VX, Ponda - Apewal - Querim - Savoi - Verem – Betqui - Marcela, Savoi-Verem, Khandepar, Goa 403107, India",4.8,561,ChIJhd9aoqi8vzsRCroS9b2ppJY,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment",Ponda,15.4784893,74.0197433,,
"Shri Mahalaxmi Temple - Codar (kodar), Ponda, Goa.","C338+28M, Shri Mahalaxmi Temple - Codar (kodar), Ponda - Goa., Khandepar Rd, Kodar, Goa 403406, India",4.8,16,ChIJW6W1-3GlvzsRoEd0oeUkO2Y,"hindu_temple, place_of_worship, point_of_interest, establishment",Ponda,15.4025853,74.0658506,,
Shree Kalyan Maruti Temple Kavle Ponda,"9XWQ+GVP, Donshiwado, Queula, Ponda, Goa 403401, India",4.9,41,ChIJkb7yuY66vzsRuhzq4YfRCmg,"hindu_temple, place_of_worship, point_of_interest, establishment",Ponda,15.3963253,73.9896906,,
Shree Katamgal Dada Prassan,"CX6G+73P, Bandoda, Bandiwada, Goa 403401, India",4.9,205,ChIJH1iSTFq6vzsRSOzyr-klavU,"hindu_temple, place_of_worship, point_of_interest, establishment",Ponda,15.4107144,73.9751878,,
ISKCON Ponda,"Ponda - Margao Hwy, opposite IndusInd Bank, Tiska, Kurtarkar Nagari, Ponda, Goa 403401, India",4.7,139,ChIJlfXTjpe6vzsROxDT2BqmzsM,"hindu_temple, place_of_worship, point_of_interest, establishment",Ponda,15.3922947,74.0030967,,
Shree Betal Temple,"Betalwada Rd, Queula, Ponda, Goa 403401, India",4.7,19,ChIJH5URWoG7vzsRgQk7iC4S6hw,"hindu_temple, place_of_worship, point_of_interest, establishment",Ponda,15.3922479,73.9888995,,
Bhumipurush Temple,"92W7+V7M, Shanti Nagar, Ponda, Goa 403401, India",4.5,41,ChIJ07DEHry6vzsRL-GagMLzzeU,"hindu_temple, place_of_worship, point_of_interest, establishment",Ponda,15.3972074,74.0131676,,
Vithoba Temple,"Vithoba temple, Upper Bazar, Durgabhat, Ponda, Goa 403401, India",4.6,38,ChIJBQIov7-6vzsRiY2rKNBfOXc,"hindu_temple, place_of_worship, point_of_interest, establishment",Ponda,15.4012808,74.0118029,,
"Shri Vamaneshwar Temple, Dhavali","9XPX+89V, Yashwant Nagar, Ponda, Goa 403401, India",4.6,76,ChIJWVHCZZy6vzsRN8jR_kv4rsY,"hindu_temple, place_of_worship, point_of_interest, establishment",Ponda,15.3858252,73.9984368,,
