name,address,rating,user_ratings_total,place_id,types,taluka,latitude,longitude,,
W Goa,"Vagator Beach, Bardez, Goa, 403509, India",4.6,7783,ChIJn3MIgG_pvzsRfuIlXe1SYEY,"lodging, point_of_interest, establishment",Bardez (Mapusa),15.6024636,73.7369477,,
Wildernest Nature Resort,"off Sankhali, Ghats, Chorla, Charavade, Goa 416512, India",4.5,2005,ChIJi3KUwlGZvzsRnj5X9TJEyHs,"lodging, point_of_interest, establishment",Sattari (Valpoi),15.6497778,74.1150948,,
,,,,,,,,,,
,,,,,,,,,,
Goa Boat Cruise,"Naika, Khobra Waddo, Calangute, Goa 403516, India",4.3,248,ChIJ30-vbvPrvzsRs8LCe9lorto,"travel_agency, point_of_interest, establishment",Bardez (Mapusa),15.5457754,73.7610371,,
Old Goa,"Old Goa, Goa, India",0,0,ChIJoZAO8Iy-vzsRdjnRm5YEPZw,"locality, political,village",Salcete (Margao),15.5013509,73.9134937,,
Church of the Cross of Miracles,"FWR7+V92, Ella, Old Goa, Goa 403110, India",4.7,513,ChIJfU7MxZS-vzsR0AG4t-cAHE8,"tourist_attraction, church, place_of_worship, point_of_interest, establishment,religious,historical",Salcete (Margao),15.492147,73.913386,,
Churches and Convents of Goa,"GW26+WPJ, Old Goa, Goa 403402, India",4.6,218,ChIJuYbOebq_vzsR4EdqL-jhF2E,"point_of_interest, establishment,religious",Salcete (Margao),15.5023377,73.9117653,,
Mae De Deus Church,"GQWP+R47, Chogm Rd, Muddavaddi, Saligao, Goa 403511, India",4.4,3887,ChIJFbog2NfBvzsRlZ2Ry-UD8g0,"tourist_attraction, church, place_of_worship, point_of_interest, establishment,religious,historical",Bardez (Mapusa),15.5470308,73.7853113,,
Three Kings Chapel,"9W62+679, Muder, Cansaulim, Consua, Goa 403712, India",4.3,3020,ChIJE-lpKHC3vzsRDHehd03s_ik,"tourist_attraction, church, place_of_worship, point_of_interest, establishment,religious,historical",Salcete (Margao),15.3605246,73.9007519,,
Our Lady of Merces Church,"Colva Beach Rd, near Infant Jesus High School, Fatona, Colva, Goa 403708, India",4.6,1005,ChIJgzYWXhu0vzsRfZwjXKrB9Ms,"tourist_attraction, church, place_of_worship, point_of_interest, establishment,religious,historical",Salcete (Margao),15.2784948,73.9224645,,
Our Lady of Grace Church,"7XF5+9HM, Isidorio Baptista Rd, Pajifond, Madgaon, Goa 403601, India",4.5,1560,ChIJLZPlLeizvzsRtDw4-0Z1nns,"tourist_attraction, church, place_of_worship, point_of_interest, establishment,religious,historical",Salcete (Margao),15.273472,73.958916,,
"Our Lady of Good Hope Church, Candolim","GQ9G+5WW, Candolim, Goa 403511, India",4.5,655,ChIJj8rE_7vBvzsRoMEWGV1J-Nc,"tourist_attraction, church, place_of_worship, point_of_interest, establishment,religious,historical",Tiswadi (Panaji),15.5179909,73.777324,,
Our Lady of Fatima Church - Don Bosco Panjim,"Don Bosco, MG Road, Panjim, Panaji, Goa 403001, India",4.7,798,ChIJ68trVozAvzsRaVyUmInnBCo,"church, place_of_worship, point_of_interest, establishment,religious,historical",Tiswadi (Panaji),15.4967764,73.821457,,
St. Jerome Church,"HRQ9+Q9R, Market Rd, Angod, Mapusa, Goa 403507, India",4.6,1209,ChIJ6W_gAd7qvzsRJwDxJqg3318,"tourist_attraction, church, place_of_worship, point_of_interest, establishment,religious,historical",Bardez (Mapusa),15.589499,73.818388,,
Holy Cross Shrine,"FV27+VP8, Siridao, Bambolim, Goa 403202, India",4.8,588,ChIJK84awre4vzsRHJvfRAEHflo,"church, place_of_worship, point_of_interest, establishment",Tiswadi (Panaji),15.4521705,73.8643258,,
St Anthony Church,"JQ7C+Q6J, Duler-Marna-Siolim Rd, Kudal, Siolim, Goa 403517, India",4.6,1741,ChIJv9czpurrvzsRgixBWE4MUgQ,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Pernem,15.614462,73.7705089,,
St. Andrew's Church,"9RWF+JPJ, Swatantra Path, Vaddem, New Vaddem, Vasco Da Gama, Goa 403802, India",4.5,1650,ChIJwQ43br3HvzsRKlPsZEgQzBs,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Mormugao (Vasco),15.399596,73.8173423,,
Church of Our Lady of Grace,"Old Goa, Goa 403402, India",4.4,1139,ChIJxapT8fG-vzsRv5zxNSl-WWI,"church, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.5002453,73.9061058,,
Our Lady Of Pilar Church,"CVRV+QFF Church of Our Lady of Pilar, Fr. Agnel Church, Goa Velha, Goa 403203, India",4.8,674,ChIJc4cPWB-5vzsRB5tSVBRmjlw,"church, place_of_worship, point_of_interest, establishment",Tiswadi (Panaji),15.4419078,73.8936199,,
Our Lady of Piety Church,"GWG2+556 Diver Island, Piedade, Goa 403403, India",4.5,907,ChIJEwdWYU--vzsRao8N7k9UurM,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Sattari (Valpoi),15.525597,73.9004056,,
Santa Cruz Church,"FRGV+CWV, Santa Cruz, Goa 403005, India",4.5,585,ChIJXUdVIFm_vzsR3203CpoRWx0,"church, place_of_worship, point_of_interest, establishment",Sattari (Valpoi),15.4761125,73.8447969,,
Church of Our Lady of the Rosary,"GW23+PX9, Old Goa, Goa 403402, India",4.5,127,ChIJ89dPoPG-vzsRpKOATjYJRvE,"church, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.501778,73.9049807,,
St. Diogo's Church,"Sangolda, Goa 403510, India",4.5,449,ChIJqSzzbY_qvzsRHhDqLOqL2iY,"church, place_of_worship, point_of_interest, establishment",Bardez (Mapusa),15.5614189,73.8034299,,
Limitless Church Goa,"Limitless Church, 4th Floor, Panjim Convention Centre, Mala, Panaji, Goa 403001, India",4.9,43,ChIJ4bo7-mTBvzsR9tY_0z4d7AE,"church, place_of_worship, point_of_interest, establishment",Tiswadi (Panaji),15.4876395,73.8323398,,
St. Ann's Church,"FVHR+6MW Santana, Talauim, Goa 403006, India",4.6,257,ChIJLQE-VNi-vzsRz50PIq-vPYQ,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Tiswadi (Panaji),15.4781079,73.891706,,
"St. Lawrence's Church, Sinquerim","FQVJ+HQ8, Aguada - Siolim Rd, near Aguada Fort, Sinquerim, Candolim, Goa 403515, India",4.5,492,ChIJTyDobA_BvzsRqBnIYAKyKVo,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Tiswadi (Panaji),15.4939002,73.7819478,,
Bom Jesus Church Nachinola,"HVP3+8XR, Nachinola, Goa 403508, India",4.4,675,ChIJ145utzqVvzsRHV-9mPbR4jY,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Bardez (Mapusa),15.5858484,73.8548966,,
Igreja de São João Batista,"Volvaddo, Pilern, Goa 403114, India",4.6,133,ChIJ69_9yUbAvzsR1rQMB3dM1lc,"church, place_of_worship, point_of_interest, establishment",Tiswadi (Panaji),15.5220518,73.8125195,,
"St. Sebastian's Chapel, Goa","FRWJ+F8M, Fontainhas (quarter), Altinho, Panaji, Goa 403001, India",4.4,436,ChIJefaaeYXAvzsRhVfqZuOAkRM,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Tiswadi (Panaji),15.4961996,73.830776,,
St. Inez Church,"FRRC+G5Q, St. Inez, Altinho, Panaji, Goa 403001, India",4.4,903,ChIJSyUm7pLAvzsRdNjYcRuUOLs,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Tiswadi (Panaji),15.491332,73.820494,,
Chapel of St. Francis Xavier,"GW29+8M5, Old Goa, Goa 403402, India",4.5,340,ChIJL5VuzY--vzsRomHlFP3bsyI,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.5007503,73.9192267,,
St. Francis Xavier’s Church,"9223+PJC, Borim, Goa 403103, India",4.4,985,ChIJ75e8IkewvzsR7jnJJY9RgFQ,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Dharbandora,15.3518189,74.0040095,,
"St. Alex Church, Curtorim","72QC+QP8, Curtorim, Shelvan, Goa 403709, India",4.5,678,ChIJgZGLQQKyvzsRclzx8MZks8E,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.2894037,74.0218254,,
"St. Christopher's Church, Tivim","JVF4+GQQ, Paina Wadda, Opposite Panchayat, Bardez, Tivim, Goa, Tivim, Goa 403502, India",4.7,295,ChIJF5QmB7mUvzsRnYe4Oy9coVQ,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Pernem,15.6238293,73.8569898,,
"São Pedro Church, Goa","GV2W+4VH, Old Goa, Baingini, Goa 403402, India",4.5,91,ChIJ624yk_q-vzsRS1inwISMJ4Y,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Tiswadi (Panaji),15.5002292,73.8972411,,
"Our Lady of Snows Church, Raia","Sonarwaddo, Raia, Goa 403720, India",4.6,119,ChIJ3bie6XWxvzsR7b7zxgGwB6g,"church, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.3139982,73.9847831,,
Holy Trinity Church,"7W2M+WRF, Benaulim, Goa 403716, India",4.6,610,ChIJc6npdne0vzsRucTviV3YaZU,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.2521614,73.9345535,,
St. Michael's Church,"Junction, Anjuna Beach Road, Bouta Waddo, Chapora, Anjuna, Goa 403510, India",4.5,614,ChIJtQOjQTPqvzsRK9oqbZt9oI0,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Bardez (Mapusa),15.5899919,73.7642162,,
St Bartholomew's Church,"GVWH+XQX, Church Road, Belbhat, Madel, Goa 403102, India",4.6,116,ChIJ8UYY29C_vzsRmc1yVq56HFc,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Bicholim,15.5474805,73.8794769,,
St. Clara's Church,"Assonora, Asnode, Goa 403503, India",4.5,183,ChIJgXUNpV6UvzsR1UuvpU-LdeE,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Bicholim,15.6185641,73.8945492,,
Our Lady of Gloria Church,"6WJV+QHF, Varca, Goa 403721, India",4.5,416,ChIJR-WBCXuzvzsR2F9BDeUDbMc,"church, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.2319418,73.9439089,,
Our Lady Of Miracles Church,"FWR7+X9G, Old Goa, Goa 403110, India",4.7,97,ChIJN1VVpu2-vzsRlQkcMrUJn4A,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.4924326,73.9134459,,
Capela de São Sebastião,"Junction, Aguada - Siolim Rd, opposite Pinto Mansion, Arpora, Goa 403516, India",4.3,130,ChIJDyj6pBbqvzsR6PtSOPJwa9s,"church, place_of_worship, point_of_interest, establishment",Bardez (Mapusa),15.5634745,73.7647786,,
Church and Convent of St. John of God,"Monte Santo, Old Goa, Goa 403402, India",4.5,56,ChIJWbMUFfK-vzsRxQGL0-uPxFM,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.5007488,73.9078115,,
Our Lady of the Sea Church,"JQHH+XFX, Oshal, Goa 403507, India",4.7,99,ChIJ_eSN7I7rvzsRvSyVZvgdzg0,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Pernem,15.6299914,73.7787372,,
Bible Church Goa,"406, 4th Floor, Gera Imperium 2, above Ritz Classic Restaurant, Patto Centre, Panaji, Goa 403001, India",5,31,ChIJA03QsezAvzsRpCtFdbh5sOE,"church, place_of_worship, health, point_of_interest, establishment",Tiswadi (Panaji),15.4933117,73.8362419,,
Our Lady of Rosary Church,"FR74+4CC, Caranzalem, Taleigao, Durgavado, Goa 403004, India",4.8,69,ChIJDX15j0zBvzsRLRYityi0Tdo,"church, place_of_worship, point_of_interest, establishment",Tiswadi (Panaji),15.4628051,73.8060003,,
St. Thomas’ Church,"St. Thomas Church, Cottarbhat, Bardez, Aldona, Goa 403508, India",4.7,449,ChIJcz6PhxqVvzsRuMkNPmlkyW8,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Bicholim,15.5886702,73.8743444,,
Igreja de Santa Ana,"HQHH+HRX, Parra, Goa 403510, India",4.5,693,ChIJcVT1o0XqvzsRxGomyDsOAYE,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Bardez (Mapusa),15.5789951,73.7796048,,
St. Lawrence Martyr Church,"CVGX+54V, Near Syndicate Bank, Merkuri, Agaçaim, Goa 403204, India",4.4,420,ChIJVX7F0gW5vzsRPe8R0M_H168,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Tiswadi (Panaji),15.4254953,73.8978095,,
Convent of Santa Monica and The Chapel of The Weeping Cross,"GW24+CXQ Monte Santo, Old Goa, Goa 403402, India",4.6,111,ChIJ1TGrOvK-vzsR97M1pNwn4yY,"tourist_attraction, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.5009908,73.9073793,,
St. Francis Xavier’s Church Duler,"Duler Ground Rd, opp. Sankalp Hospital Building, Alto Duler, Karaswada, Mapusa, Goa 403526, India",4.5,496,ChIJsVb74BjrvzsR97sR_JuTdAE,"church, place_of_worship, point_of_interest, establishment",Bardez (Mapusa),15.603661,73.817261,,
Holy Family Church,"NH 66, Alto Porvorim, Porvorim, Salvador du Mundu, Goa 403521, India",4.6,592,ChIJSbkiuBbAvzsRDAx_bWfwhnQ,"church, place_of_worship, point_of_interest, establishment",Tiswadi (Panaji),15.5341916,73.8235653,,
Our Lady of Miracles Church,"Road, Badem, Vagator, Assagao, Goa 403517, India",4.8,61,ChIJk4kTx97rvzsR2hCqZctn8iI,"church, place_of_worship, point_of_interest, establishment",Bardez (Mapusa),15.6079077,73.7523874,,
Faith Community Church,"near Kidzee school, Altinho, Mapusa, Goa 403507, India",4.8,139,ChIJ41A_1XTrvzsR5J3dOH6TcGM,"point_of_interest, establishment",Bardez (Mapusa),15.5924455,73.8177769,,
Shri Mahalasa Narayani Temple,"CXRF+638, Mardol, Priol, Goa 403404, India",4.8,7218,ChIJjwIevqS7vzsRmEMcHpIC0LA,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment",Ponda,15.4405329,73.9727179,,
"Shri Ramnath Devasthan, Bandora","9XXJ+H8F, Ramnathim, Ponda, Bandiwada, Goa 403401, India",4.8,2763,ChIJAQAAALy6vzsR9lBaCux2meY,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment",Ponda,15.3989676,73.9808124,,
Shri Kamakshi Temple,"82CM+9W7, Shiroda, Goa 403103, India",4.8,3751,ChIJPdxPUCGuvzsRlMdO5abGa8g,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment",Ponda,15.3208241,74.0348146,,
Shree Shantadurga Temple,"Kapileswari - Kavlem Rd, Donshiwado, Ponda, Goa 403401, India",4.7,8275,ChIJrYu521bAvzsRMZ5n0rjkYnA,"hindu_temple, place_of_worship, point_of_interest, establishment",Ponda,15.3962235,73.9852776,,
Shree Mangesh temple,"CXV8+XH6, Dinanath Mangeshkar Rd, Mangeshi village, Mardol, Priol, Goa 403404, India",4.6,23175,ChIJAQAAALy6vzsR9rv-XA9g7a8,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment",Ponda,15.4448919,73.9663431,,
"Mallikarjun Temple, Canacona","near mallikarjun temple, Shristhal, Canacona, Mallikarjun, Goa 403702, India",4.8,1379,ChIJEQrqGoBavjsRh6M68FG3VnU,"hindu_temple, place_of_worship, point_of_interest, establishment",Canacona,15.0227158,74.0763636,,
"Shree Saptakoteshwar Temple, Narva","HW3P+MVJ, Temple Road, near Saptakoteshwara Temple, Narva, Maem, Goa 403504, India",4.7,686,ChIJ3a5sPv69vzsRhRFPt21J4yM,"hindu_temple, place_of_worship, point_of_interest, establishment",Bicholim,15.5541678,73.9371746,,
Birla Mandir | Radha Krishna Mandir,"9VQG+545, Pilani, Sancoale, Goa 403726, India",4.8,2813,ChIJdxyGcmK5vzsR13qbjATeMEk,"hindu_temple, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.3879374,73.8752534,,
Shri Shantadurga Kunkallikarin Temple,"Fatarpa, Goa 403703, India",4.8,2751,ChIJ6yERsa9NvjsR-mdVHMVj7po,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.1437754,73.9920561,,
Tirupati Balaji Temple,"FX4F+GFH, Kumkaliem, Goa 403404, India",4.7,1896,ChIJfTbQ-5q7vzsRVIqwaY9pJ8E,"hindu_temple, place_of_worship, point_of_interest, establishment",Ponda,15.4563074,73.9737458,,
"Shree Ramnath Damodar Sansthaan, Goa","Zambaulim, Quepem, Goa 403705, India",4.8,1595,ChIJdz1rKzxTvjsRwaH6hzHpmN0,"hindu_temple, place_of_worship, point_of_interest, establishment",Canacona,15.1866463,74.0949954,,
Shri Mahalasa Narayani Devalaya,"Verna Industrial Estate, Verna, Lotli, Goa 403722, India",4.8,4719,ChIJsdmBW6SwvzsRdHowSm-kY-w,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment",Dharbandora,15.3596731,73.9448662,,
Shri Chandreshwar Bhootnath Temple,"627P+5PQ, Unnamed Road, Talewada, Paroda, Goa 403705, India",4.7,1414,ChIJ0_uBqlCtvzsRSPxTyrAkFmM,"hindu_temple, tourist_attraction, place_of_worship, park, point_of_interest, establishment",Sanguem,15.2134237,74.0365689,,
Shri Dev Bodgeshwar Sansthan,"HRM4+V99, Calangute - Mapusa Rd, Mapusa, Goa, Mapusa, Goa 403507, India",4.8,3556,ChIJmXJVz_rqvzsRK_hbmAoRP2Y,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment",Bardez (Mapusa),15.5846637,73.805974,,
Shree Mahalaxmi Temple,"FRWG+8J7, Dr Dada Vaidya Rd, next to Mushtifund, Situated, Saunthan, Panaji, Goa 403001, India",4.7,1114,ChIJO9qFUI7AvzsRwozHjNd4qpc,"hindu_temple, place_of_worship, point_of_interest, establishment",Tiswadi (Panaji),15.4957791,73.8265365,,
Laxmi Narasimha Temple,"CXMF+62H, Veling, Goa 403404, India",4.9,159,ChIJwXXrPAC7vzsRwq_gRMC53og,"hindu_temple, place_of_worship, point_of_interest, establishment",Ponda,15.4330458,73.9725648,,
Shri Devaki Krishna Temple,"Bicholim Road, Madel, Goa 403102, India",4.6,273,ChIJd55Mn7y_vzsRV27vCZz-6kE,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment",Sattari (Valpoi),15.5213649,73.870741,,
Shri Shantadurga Fatarpekarin Temple,"4XWR+6FR, Fatarpa, Cuncolim, Goa 403703, India",4.8,730,ChIJOWe--q5NvjsRs7KlhSfwRCs,"hindu_temple, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.1455425,73.9911349,,
Shri Navadurga Temple,"9286+FCH, Borim, Goa 403103, India",4.7,529,ChIJC76blBOwvzsRn03-gkLgyjI,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment",Ponda,15.3661782,74.0111115,,
Shri Shantadurga Devasthan,"GQ79+6WC, Candolim, Goa 403515, India",4.6,1012,ChIJc-AclZfBvzsRRTRhOUOou1A,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment",Bardez (Mapusa),15.51302,73.7697696,,
Shri Shantadurga Lakshminarasimha Temple,"CW22+85J, Sancoale, Goa 403710, India",4.6,558,ChIJt2V2Wre5vzsR0oqXaSJusFg,"hindu_temple, place_of_worship, point_of_interest, establishment",Tiswadi (Panaji),15.4008368,73.9003882,,
Shree Navadurga Temple,"CW9V+GC6, Madkai, Goa 403404, India",4.8,625,ChIJZ93paSy6vzsROAzAo0uhzMM,"hindu_temple, place_of_worship, point_of_interest, establishment",Ponda,15.4187934,73.9435096,,
Shantadurga Temple Gaonkarwada,"HWMX+XG3, Gaonkarwada, Dicholi, Goa 403504, India",4.7,375,ChIJyy7lnW2WvzsRfwEnkkCCFi4,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment",Bicholim,15.5848897,73.9488047,,
"Shree Damodar, Temple","7XQ7+X79, Fatorda, Madgaon, Goa 403601, India",4.7,667,ChIJ-e0cpWGxvzsRAbBV0ZRV7LQ,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.2899024,73.963249,,
Morjai Temple,"JPPQ+CXG, Morjim, Goa 403512, India",4.7,508,ChIJ9QLB6azuvzsR6HCy9IyNjeU,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment",Pernem,15.63606,73.7399396,,
Shree Vimleshwar Temple,"5474+PQX, Main Road, Rivona, Goa 403705, India",4.7,582,ChIJl6T5zxRTvjsRbjYb7Ha3P7I,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment",Canacona,15.1643649,74.1069956,,
Shree Shantadurga Samsthaana,"Khobra Waddo, Calangute, Goa 403516, India",4.6,381,ChIJFfbT5gnqvzsR5sr9H0NVZw0,"hindu_temple, place_of_worship, point_of_interest, establishment",Bardez (Mapusa),15.5458769,73.7645145,,
"Damodara Temple Loliem, South Goa","Shri Damodar Vidyalaya, Loliem, Goa 403728, India",4.4,81,ChIJQci9InpbvjsR81FrhPgDM7s,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment",Canacona,14.942263,74.0704844,,
Shri Shani temple,"Moddir Mandop, Shaneshwar Nagar, Navelim, Dramapur, Goa 403725, India",4.7,245,ChIJGfgobFWyvzsR56P2bdkpq90,"hindu_temple, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.2448652,73.9850796,,
Shree Damodar Mandir,"Dr Borges, Building nr, Childrens Park, Vaddem, Vasco Da Gama, Goa 403802, India",4.8,393,ChIJo02cU7zHvzsR5-DQ2RfvCHk,"hindu_temple, place_of_worship, point_of_interest, establishment",Mormugao (Vasco),15.3982086,73.815334,,
Kamakshi Temple Arch,"82CM+8XC, Shiroda, Goa 403103, India",4.8,200,ChIJyZ7-9QevvzsRFR22zt8ZYD4,"hindu_temple, place_of_worship, point_of_interest, establishment",Ponda,15.3208195,74.0348865,,
Shri Dattatreya Temple,"Desai Nagar, Sanquelim, Goa 403505, India",4.7,597,ChIJSYhATeCXvzsR_lN7IjVpyho,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment",Sattari (Valpoi),15.5658875,74.0092031,,
Maruti temple panjim,"FRRH+58G, Altinho, Panaji, Goa 403001, India",4.8,150,ChIJUao4dXzBvzsR08uyAXvqWHw,"hindu_temple, place_of_worship, point_of_interest, establishment",Tiswadi (Panaji),15.4904426,73.8283984,,
Radha Krishna Temple,"H266+CVC, Gokulwadi, Desai Nagar, Sanquelim, Goa 403505, India",4.7,244,ChIJN57s1V69vzsRrMkPdWX28Ls,"hindu_temple, place_of_worship, point_of_interest, establishment",Sattari (Valpoi),15.56109,74.0121407,,
"Shri Swami Samarth, Temple","Audumbar nagar, 7XGP+34V, Samarth gad, Samarth Gad Rd, Housing Board, Rumdamol, Davorlim, Goa 403601, India",4.6,221,ChIJZRo9BTOyvzsR5lHY7xVsHLU,"hindu_temple, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.275234,73.9853048,,
Shree Mahalasa Devi Temple,"Madhalamaj, Mandre, Pedne, Goa, Keri to Mapusa, Goa 403527, India",4.8,227,ChIJ34cZKPLuvzsRd1RrGTiogQw,"hindu_temple, place_of_worship, point_of_interest, establishment",Bardez (Mapusa),15.6691965,73.7184572,,
Shri Damodar Sal,"7XJ4+4Q9, Comba, Madgaon, Goa 403601, India",4.7,254,ChIJYfYxUuazvzsR1ADZVfi4QtA,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.2802765,73.9570518,,
Bits pilani temple,"D-58, Pilani, Chicalim, Sancoale, Goa 403726, India",4.7,75,ChIJP7ti3Ce5vzsRN8dzJlMmYQg,"hindu_temple, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.387899,73.8754283,,
Shri Krishna Temple,"FVX6+QGG, Ilhas, Chimbel, Goa 403006, India",4.8,25,ChIJRUtZt3O_vzsRR2jel1eO8B0,"hindu_temple, place_of_worship, point_of_interest, establishment",Tiswadi (Panaji),15.499444,73.8613183,,
Kamleshwar Temple,"PQ52+RJ9, Korgaon, Goa 403512, India",4.7,256,ChIJTar2S3SwvzsRbJqXvA8qDlA,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment",Pernem,15.7095413,73.7516027,,
