name,address,rating,user_ratings_total,place_id,types,taluka,latitude,longitude,Unnamed: 9,Unnamed: 10,categories,cluster,day,normalized_google_rating,weighted_rating,quantity_factor,popularity_score,cluster_max_popularity,normalized_popularity
Palolem Beach,"Palolem Beach, Goa, India",4.6,28949.0,ChIJuwJb0FFFvjsR9bsPS33GGx4,"natural_feature, establishment",Canacona,15.0099648,74.0232186,,,['beaches'],1,2,0.8999999999999999,0.8999979899946399,1.0,0.9399987939967839,0.9399987939967839,1.0
"Sernabatim Beach, Colva","7W78+GQP, Colva, Benaulim, Goa 403708, India",4.5,2513.0,ChIJLVsgjRS0vzsRQl0jQVGvgJI,"tourist_attraction, point_of_interest, establishment",Salcete (Margao),15.2638375,73.9169531,,,['beaches'],3,4,0.875,0.8749867980687461,0.8375091702074955,0.8599957469242459,0.9195891177403319,0.9351956545956933
Ozran Beach,"Ozran Beach, Anjuna, Goa, India",4.5,2262.0,ChIJuyzTNnfpvzsRbeKRVdrY7wo,"natural_feature, establishment",Bardez (Mapusa),15.593719,73.7344677,,,['beaches'],0,1,0.875,0.8749853337803039,0.6672468666332148,0.7918899469214682,0.9084657038498933,0.8716784173201028
Mandrem Beach,"MP95+VR7, Near Chopdem, Mandrem, Goa 403527, India",4.6,6875.0,ChIJ0YVAXejuvzsRwE5XWdcQbO4,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.6696522,73.7095472,,,['beaches'],0,1,0.8999999999999999,0.8999915372810975,0.7632462286607051,0.8452934138329404,0.9084657038498933,0.9304626583598681
Pebbles Beach,"3WPC+MVG, Kola, Canaguinim, Goa 403703, India",4.5,572.0,ChIJnTm8NW1JvjsRxn2viLfxvko,"tourist_attraction, park, point_of_interest, establishment",Canacona,15.0866772,73.9222132,,,"['beaches', 'nature']",1,2,0.875,0.874942077390624,0.6181918140550784,0.7722419720564058,0.9399987939967839,0.8215350668407857
Calangute Beach,"Calangute Beach, Goa, India",4.4,29353.0,ChIJK-30SAHqvzsRF30lXa0vWcs,"natural_feature, establishment",Bardez (Mapusa),15.549441,73.7534857,,,['beaches'],0,1,0.8500000000000001,0.8499997210037756,0.8886191689255617,0.8654475001724901,0.9084657038498933,0.9526474103589152
Morjim Beach,"JPHH+36R, Morjim, Goa 403512, India",4.6,8145.0,ChIJL0YJ38ruvzsRmbkATYIiC40,"point_of_interest, establishment",Pernem,15.6277403,73.7280048,,,['beaches'],0,1,0.8999999999999999,0.8999928566590752,0.7778869692046132,0.8511505016772904,0.9084657038498933,0.9369098889152198
Colva Beach,"Colva Beach, Goa, India",4.3,11483.0,ChIJo3Ithhi0vzsRNQmtLCAb3rU,"natural_feature, establishment",Salcete (Margao),15.2805316,73.9119945,,,['beaches'],3,4,0.825,0.8250014638057147,1.0,0.8950008782834289,0.9195891177403319,0.9732617111462534
Majorda Beach,"Majorda Beach, Goa, India",4.5,6217.0,ChIJg8LF7u22vzsR2c7E-5SsnVs,"natural_feature, establishment",Salcete (Margao),15.3111553,73.9018114,,,['beaches'],3,4,0.875,0.8749946623262831,0.9343752830159637,0.8987469106021554,0.9195891177403319,0.9773353047180559
Querim Beach,"Querim Beach, Goa, India",4.6,1494.0,ChIJ4-pZ_tDvvzsRA_whdNQx120,"natural_feature, establishment",Bardez (Mapusa),15.7192093,73.6900414,,,['beaches'],0,1,0.8999999999999999,0.8999610771537306,0.631436236229799,0.7925511407841581,0.9084657038498933,0.872406231105354
Butterfly Beach,"Butterfly Beach, Devalkajjan, Goa 403702, India",4.5,5209.0,ChIJ8YfoFopPvjsRJzVErf5JQok,"natural_feature, establishment",Canacona,15.0196019,74.001647,,,"['beaches', 'nature']",1,2,0.875,0.8749936296247269,0.8330637580702126,0.8582216810029212,0.9399987939967839,0.9130029596674754
Arambol Beach,"Arambol Beach, Goa, India",4.6,12992.0,ChIJU2YT71LuvzsRFgfxISbKed0,"natural_feature, establishment",Bardez (Mapusa),15.6846886,73.7032836,,,['beaches'],0,1,0.8999999999999999,0.899995521461158,0.818216940787797,0.8672840891918137,0.9084657038498933,0.9546690486128862
Galgibaga Beach,"Galgibaga Beach, Goa, India",4.7,1386.0,ChIJn2moOTxbvjsRKbW2KRy9wZ4,"natural_feature, establishment",Canacona,14.9600472,74.0495654,,,['beaches'],1,2,0.925,0.9249400218780299,0.7042411371357918,0.8366604679811347,0.9399987939967839,0.8900654695776101
Baga beach,"Baga beach, Calangute - Mapusa Rd, Nagva, Saligao, Goa 403516, India",4.2,103.0,ChIJtVyLxm_qvzsRKbczJzzDfGY,"natural_feature, establishment",Bardez (Mapusa),15.5592353,73.7810841,,,['beaches'],0,1,0.8,0.8004020225464191,0.4011879966345126,0.6407164121816564,0.9084657038498933,0.7052730878737967
Vagator Beach,"Vagator Beach, Anjuna, Goa, India",4.4,12983.0,ChIJrwFB_W7pvzsRAxuEMqa-5x8,"natural_feature, establishment",Bardez (Mapusa),15.6029835,73.733627,,,['beaches'],0,1,0.8500000000000001,0.8499993692502179,0.8181570854765612,0.8372624557407552,0.9084657038498933,0.9216225248708969
Canaguinim Beach,"Canaguinim Beach, Canaguinim, Goa, India",4.5,338.0,ChIJHVpLy3RMvjsRguxvHH40oYs,"natural_feature, establishment",Salcete (Margao),15.1269262,73.9402071,,,['beaches'],1,2,0.875,0.8749020954124708,0.5670997299774545,0.7517811492384643,0.9399987939967839,0.7997682061292479
Kakolem Beach,"Kakolem Beach, Goa 403702, India",4.7,1036.0,ChIJW-Ysb8NOvjsRaPP6mUZFoXc,"natural_feature, establishment",Pernem,15.073137,73.9546265,,,['beaches'],1,2,0.925,0.9249197785388887,0.6759337295133527,0.8253253589286743,0.9399987939967839,0.878006827455034
Kalacha Beach,"Kalacha Beach, Goa, India",4.5,190.0,ChIJ20Jku7XvvzsRPk38pE7DnSw,"natural_feature, establishment",Pernem,15.6977812,73.6971985,,,['beaches'],0,1,0.875,0.8748262321718723,0.45369761075973786,0.7063747836070186,0.9084657038498933,0.7775470010739487
Sernabatim Beach,"Sernabatim Beach, Goa, India",4.5,547.0,ChIJDTRXTxS0vzsR1ETHp5kr9GQ,"natural_feature, establishment",Salcete (Margao),15.2667239,73.9150395,,,['beaches'],3,4,0.875,0.8749394349358167,0.6745610099284796,0.7947880649328819,0.9195891177403319,0.8642860703766064
Hollant Beach,"Hollant Beach, Dabolim, Goa 403806, India",4.2,788.0,ChIJZQCkofW3vzsRynAlDHSbosk,"natural_feature, establishment",Mormugao (Vasco),15.3698695,73.8619695,,,['beaches'],3,4,0.8,0.800052991565054,0.7135493871794522,0.7654515498108133,0.9195891177403319,0.8323843062559565
Polem Beach,"Polem Beach, Goa, India",4.5,821.0,ChIJzY0CZ15cvjsRF1OibJhH4VE,"natural_feature, establishment",Canacona,14.9083424,74.0818743,,,['beaches'],1,2,0.875,0.8749596232905444,0.653317215166776,0.786302660041037,0.9399987939967839,0.836493264738941
Morjim Beach Goa,"Tem, Morjim, Goa 403512, India",4.6,1446.0,ChIJr4aj2XbpvzsR0tYp5LuuRh8,"point_of_interest, establishment",Pernem,15.6173203,73.7335798,,,['beaches'],0,1,0.8999999999999999,0.8999597860019541,0.6286172933893429,0.7914227889569097,0.9084657038498933,0.8711641899116505
Coco Beach,"FQXQ+XF2 Mainavaddo, Nerul - Reis Margos Rd, Goa 403114, India",4.0,6305.0,ChIJR_pxNAfBvzsRhAqjag8OtdY,"point_of_interest, establishment",Tiswadi (Panaji),15.4998804,73.7886544,,,['beaches'],0,1,0.75,0.7500145592046984,0.7557711872123984,0.7523172104077784,0.9084657038498933,0.8281184498430824
Aguada Rocky Beach,"Aguada Rocky Beach, Unnamed Rd, Aguada Fort Area, Candolim, Goa 403515, India",4.5,626.0,ChIJFWX6VHLBvzsRrtY68GrdDNA,"natural_feature, establishment",Bardez (Mapusa),15.4916426,73.7681518,,,"['adventure', 'beaches', 'historical']",0,1,0.875,0.8749470659407138,0.5563766046359785,0.7475188814188197,0.9084657038498933,0.822836655529192
Vagator Beach Sunset Point,"JP2M+CFM, Vagator Beach Rd, Vagator, Goa 403509, India",4.5,5524.0,ChIJww0daCnpvzsR09UMQ9s7oFk,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.601075,73.733682,,,['beaches'],0,1,0.875,0.8749939928225933,0.7443500123907126,0.822736400649841,0.9084657038498933,0.9056328677717288
MORJIM BEACH NORTH GOA,"943, Morjim Beach Road, Morjim, Goa 403512, India",4.7,23.0,ChIJXxFhXA_pvzsRvAtB8uO7J_8,"tourist_attraction, point_of_interest, establishment",Pernem,15.6278365,73.7281319,,,['beaches'],0,1,0.925,0.9215337643678162,0.27452406076104524,0.6627298829251078,0.9084657038498933,0.7295045703063892
Trinity Beach,"Trinity Beach, Benaulim, Goa 403716, India",4.4,1157.0,ChIJwZH0d2W0vzsRQLIaNRHudPU,"natural_feature, establishment",Salcete (Margao),15.2497911,73.9213693,,,['beaches'],3,4,0.8500000000000001,0.8499929277589185,0.7545907004295672,0.8118320368271781,0.9195891177403319,0.882820404423727
Seashells beach,"Siridao, Goa 403108, India",4.3,742.0,ChIJhaMrnGi5vzsROP4xHUOrXxk,"tourist_attraction, point_of_interest, establishment",Tiswadi (Panaji),15.4357505,73.8605905,,,['beaches'],0,1,0.825,0.825022624959391,0.5710397682138092,0.7234294822611582,0.9084657038498933,0.796320080323793
Nuem Beach,"4W7P+2C9, Canaguinim, Goa, India",4.3,593.0,ChIJG1f1hPhLvjsR25vn_7pOw6M,"tourist_attraction, point_of_interest, establishment",Salcete (Margao),15.1125435,73.9361214,,,['beaches'],1,2,0.825,0.8250283002438175,0.6216954120582238,0.74369514496958,0.9399987939967839,0.791166062891911
Francoise beach,"GQ67+JV3, Candolim, Goa 403515, India",4.5,220.0,ChIJQfjVvdbBvzsRMto7GRPLuBA,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.5114419,73.7646301,,,['beaches'],0,1,0.875,0.8748498205648307,0.46629969930598075,0.7114297720612908,0.9084657038498933,0.7831113150957661
South Goa Beach,"7WJ7+22, Fatona, Colva, Goa 403708, India",4.5,110.0,ChIJQe7CZFC1vzsRneBmVt-Em5k,"tourist_attraction, point_of_interest, establishment",Salcete (Margao),15.2796582,73.912281,,,['beaches'],3,4,0.875,0.8747009940975459,0.5037625705083038,0.726325624661849,0.9195891177403319,0.7898371247004519
Miramar Beach,"Miramar Cir, Miramar, Panaji, Goa 403002, India",4.3,484.0,ChIJRf6dutzAvzsRkvcEmavoYpo,"point_of_interest, establishment",Tiswadi (Panaji),15.4760717,73.8066496,,,['beaches'],0,1,0.825,0.8250346605047991,0.5341941189539894,0.7086984438844752,0.9084657038498933,0.7801047864340448
Sankval Beach,"9VC8+4PM, Sancoale, Goa 403806, India",4.4,97.0,ChIJCykkqXy3vzsROgn8KsepF3Q,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.3703384,73.8667957,,,['beaches'],3,4,0.8500000000000001,0.8499164320900775,0.4904385159497321,0.7061252656339393,0.9195891177403319,0.7678704021303249
Cabo de Rama Beach,"Cabo de Rama Beach Beach in, Canaguinim, Goa 403703, India",4.8,317.0,ChIJ008IwKFJvjsRgM2w8Nyy_JM,"tourist_attraction, point_of_interest, establishment",Canacona,15.1048786,73.9251187,,,['beaches'],1,2,0.95,0.9496597809585773,0.5608749953765615,0.7941458667257709,0.9399987939967839,0.8448371123426016
Siridao Rock Beach,"CVP6+877, Siridao, Goa 403108, India",4.5,495.0,ChIJty0vRly5vzsR89Oss_mrsjU,"tourist_attraction, point_of_interest, establishment",Tiswadi (Panaji),15.435788,73.8606813,,,['beaches'],0,1,0.875,0.8749330853726363,0.5361313929159375,0.7394124083899567,0.9084657038498933,0.8139133984436363
Haatkatro Khamb,"Ella, Old Goa, Goa 403402, India",4.1,238.0,ChIJ1V6apJK-vzsR3seZXsRBSvc,"tourist_attraction, point_of_interest, establishment",Salcete (Margao),15.4992048,73.9135309,,,['historical'],0,1,0.7749999999999999,0.7752795411917471,0.4730634196719995,0.654393092583848,0.9084657038498933,0.7203277898226239
Buttress Of The Church Of Santa Monica,"GW24+9VR, Convent of Santa Monica,, Old Goa, Goa 403402, India",4.4,552.0,ChIJT-kKI_K-vzsRoSkEmd7AExU,"point_of_interest, establishment",Salcete (Margao),15.5009998,73.9071469,,,"['historical', 'religious']",0,1,0.8500000000000001,0.8499851904969759,0.5455281176114806,0.7282023613427777,0.9084657038498933,0.8015738604735477
Main Altar Of Church Of St. Augustine,"GW24+483, Old Goa, Goa 403402, India",4.6,48.0,ChIJXRkP7vG-vzsR4oOh-TTs0Zw,"point_of_interest, establishment",Salcete (Margao),15.5002558,73.9057977,,,"['historical', 'religious']",0,1,0.8999999999999999,0.8988124560168894,0.33618005516055666,0.6737594956743563,0.9084657038498933,0.7416454939565691
Estátua de Jesus,"GW37+J6H, Old Goa, Goa 403402, India",4.5,144.0,ChIJUW7ot4y-vzsROtZKFppwIhI,"point_of_interest, establishment",Salcete (Margao),15.504073,73.9131182,,,['historical'],0,1,0.875,0.874771105826397,0.4298961657758419,0.6968211298061749,0.9084657038498933,0.7670307495959268
Relics Of St. Francis Xavier,"GW26+8M8, Old Goa Road, Old Goa, Goa 403402, India",4.6,283.0,ChIJ3VHkufK-vzsR-qTYDyPRyq4,"tourist_attraction, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.5007713,73.9116972,,,['historical'],0,1,0.8999999999999999,0.8997951068479845,0.48796509743976263,0.7350631030846957,0.9084657038498933,0.8091258701012569
Royal Chapel of St. Anthony,"Royal Chapel of St Antony, Old Goa, Goa 403402, India",4.6,16.0,ChIJ4TTwkvG-vzsR_nQNomX0_H8,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.5006988,73.9056926,,,"['historical', 'religious']",0,1,0.8999999999999999,0.896577079107505,0.2447363303873106,0.6358407796194272,0.9084657038498933,0.699906201109038
Garça Branca Gardens,"H No. 934, NH 17B, near St. Milagres Chapel, Vanxem, Salcete, Loutolim, Madgaon, Goa 403718, India",4.1,850.0,ChIJ6yd7xk-wvzsRZ6TtH7Pu0bk,"tourist_attraction, park, point_of_interest, establishment",Dharbandora,15.3448799,73.9958822,,,"['nature', 'religious']",3,4,0.7749999999999999,0.7750785080432756,0.7216409642412924,0.7537034905224823,0.9195891177403319,0.8196089709875282
Galeria de Arte da Basílica do Bom Jesus,"GW26+7GW, National Hwy 4A Bypass Rd, Old Goa, Goa 403402, India",4.5,329.0,ChIJW5wLvPK-vzsRcm-uEwdR0EI,"art_gallery, point_of_interest, establishment",Salcete (Margao),15.5008576,73.9113513,,,"['historical', 'religious']",0,1,0.875,0.8748994252873563,0.5009325043615623,0.7253126569170387,0.9084657038498933,0.7983929980441868
The Cross Of Basilica Bom Jesus,"GW26+9V7 Bom Jesus church, Ella, Old Goa, Goa 403402, India",4.4,252.0,ChIJw8S7tfK-vzsR5NDN4VhVNjg,"landmark, point_of_interest, establishment",Salcete (Margao),15.5009092,73.9121616,,,"['historical', 'religious']",0,1,0.8500000000000001,0.849967629821453,0.4779807496374759,0.7011728777478621,0.9084657038498933,0.771820966687497
Dharohar : National Museum of Customs and GST,"GR2H+C75 Captain & Port, Avenida Dom João de Castro, opp. Jetty, Ozari, Panaji, Goa 403001, India",4.7,78.0,ChIJTz2sLQXBvzsRZHM8YsJ-kVk,"museum, point_of_interest, establishment",Tiswadi (Panaji),15.501018,73.8282409,,,"['beaches', 'historical']",0,1,0.925,0.9239469663902227,0.37743809003120227,0.7053434158466145,0.9084657038498933,0.7764117157725517
Phoenix spring,"FRRH+GJH, Fontainhas (quarter), Mala, Panaji, Goa 403001, India",4.1,32.0,ChIJce5Jf0fBvzsRbe9ORxrD2Oo,"tourist_attraction, point_of_interest, establishment",Tiswadi (Panaji),15.4913185,73.8290943,,,['nature'],0,1,0.7749999999999999,0.7770245559038662,0.3020324719139157,0.5870277223078859,0.9084657038498933,0.6461748856563121
Panjim Promenade,"GR2C+5HF, Panaji, Goa 403001, India",4.5,110.0,ChIJYWDu3a_BvzsRTkbgNEhUCAw,"park, point_of_interest, establishment",Tiswadi (Panaji),15.5004277,73.8214165,,,['nature'],0,1,0.875,0.8747009940975459,0.4068148068465836,0.687546519197161,0.9084657038498933,0.7568216568699053
Malson Shoes,"Souza Towers, opposite Garcia de Orta Garden, next to Petisco, Near Panjim Church, Altinho, Panaji, Goa 403001, India",4.1,600.0,ChIJQ-Iqz4jAvzsRuj6Z94O3VjI,"tourist_attraction, park, point_of_interest, establishment",Tiswadi (Panaji),15.4997434,73.8282138,,,"['historical', 'nature', 'religious']",0,1,0.7749999999999999,0.7751111652992139,0.552718222649282,0.6861539882392411,0.9084657038498933,0.7552888186438517
Dharohar: National Museum of Customs & GST,"GR2H+C75, Avenida Dom João de Castro, Opp. Jetty Captain & Port, Ozari, Panaji, Goa 403001, India",4.7,75.0,ChIJ6S4n7IjAvzsRdRnA6yvbsQk,"tourist_attraction, museum, point_of_interest, establishment",Tiswadi (Panaji),15.501018,73.8282409,,,"['beaches', 'historical']",0,1,0.925,0.9239053992740471,0.3740938845326244,0.703980793377478,0.9084657038498933,0.7749117995254529
Fontainhas old quarter,"E-212, Rua 31 de Janeiro, Fontainhas (quarter), Altinho, Panaji, Goa 403001, India",4.2,206.0,ChIJgxIsopzBvzsRCUcyNtt81KI,"tourist_attraction, point_of_interest, establishment",Tiswadi (Panaji),15.4955933,73.8314762,,,['historical'],0,1,0.8,0.8002019823421622,0.4606465768591685,0.6643798201489647,0.9084657038498933,0.7313207502863981
Majestic Pride Jetty 1,"Ferry, Alto- Betim Porvorim, Panaji, Goa 403001, India",4.0,118.0,ChIJeUg28gTBvzsRYlIkhb3VGCE,"tourist_attraction, point_of_interest, establishment",Tiswadi (Panaji),15.5012964,73.8256892,,,['beaches'],0,1,0.75,0.7507715155027529,0.41282635796758893,0.6155934524886872,0.9084657038498933,0.6776188136546345
Mangrove Boardwalk,"Patto Centre, Panaji, Goa 403001, India",4.1,1224.0,ChIJ2cM03_jBvzsRXI4bnE6otDM,"museum, park, point_of_interest, establishment",Tiswadi (Panaji),15.4936894,73.8325406,,,"['historical', 'nature']",0,1,0.7749999999999999,0.7750545390570021,0.6142303682452884,0.7107248707323166,0.9084657038498933,0.7823353900102215
Mandovi Riverfront Promenade,"FRR6+2V7, Miramar, Panaji, Goa 403001, India",4.6,338.0,ChIJC8XwgWvBvzsR85cREdXYWLU,"park, point_of_interest, establishment",Tiswadi (Panaji),15.4900268,73.8121598,,,['nature'],0,1,0.8999999999999999,0.8998283490997863,0.5032568020716189,0.7411997302885194,0.9084657038498933,0.8158808055686255
Vasco Da Gama Old Residence,"E-250, Gomes Pereira Road, Altinho, Panaji, Goa 403001, India",3.1,15.0,ChIJEb44UADBvzsRXnmaqsZQs5A,"tourist_attraction, point_of_interest, establishment",Tiswadi (Panaji),15.4981532,73.83186,,,['historical'],0,1,0.525,0.5448006465517241,0.23949950362112324,0.42268018937948376,0.9084657038498933,0.4652681852361084
BHAGWAN MAHAVIR BAL VIHAR PARK,"FRX9+2G7, Panaji, Goa 403001, India",4.4,240.0,ChIJBdmCsYzAvzsRJbTtxyeQM1A,"park, tourist_attraction, point_of_interest, establishment",Tiswadi (Panaji),15.4975409,73.8187902,,,['nature'],0,1,0.8500000000000001,0.8499660180283304,0.47378326705898877,0.6994929176405937,0.9084657038498933,0.7699717388078434
aivão creek,"FQ5X+VF6, Aivão Beach Rd, Caranzalem, Dona Paula, Panaji, Goa 403004, India",4.5,11.0,ChIJnRvRiQrBvzsRPkEINzhZkHU,"tourist_attraction, point_of_interest, establishment",Tiswadi (Panaji),15.4596692,73.7986398,,,['beaches'],0,1,0.875,0.8722341954022987,0.2146491848557644,0.609200191183685,0.9084657038498933,0.6705813863990882
Floating jetty,"FRV8+69P, Panaji, Goa 403001, India",3.0,2.0,ChIJW_ESZgDBvzsRtOOTEmc4myY,"tourist_attraction, point_of_interest, establishment",Tiswadi (Panaji),15.493198,73.815714,,,['beaches'],0,1,0.5,0.6139367816091954,0.09489943304520278,0.40632184218359835,0.9084657038498933,0.4472616197416026
Siridao seashore,"CVJ6+2W6, Siridao, Goa 403108, India",4.4,117.0,ChIJi7O8aGO5vzsRVSySVra0fMU,"tourist_attraction, point_of_interest, establishment",Tiswadi (Panaji),15.4300495,73.8622689,,,['beaches'],0,1,0.8500000000000001,0.8499305961426067,0.4120973984808838,0.6747973170779175,0.9084657038498933,0.7427878831509691
Siridao Beach View,"CVR5+VP9, Tiswadi, Siridao, Goa 403108, India",4.3,294.0,ChIJ9RqAKby4vzsRUVLFLojS6gM,"tourist_attraction, point_of_interest, establishment",Tiswadi (Panaji),15.4421588,73.8593677,,,['beaches'],0,1,0.825,0.8250569842197545,0.4912476791179689,0.6915332621790402,0.9084657038498933,0.7612100921900107
Nauxim Beach,"FR2V+F2Q, Tiswadi, Bambolim, Goa 403206, India",3.9,34.0,ChIJX1r4L6i4vzsRCgJM-9aCFeY,"tourist_attraction, point_of_interest, establishment",Tiswadi (Panaji),15.4512113,73.8426049,,,['beaches'],0,1,0.725,0.7283374384236453,0.3071151841226442,0.5598485367032449,0.9084657038498933,0.6162572063323033
Quegdevelim Beach,"FRW4+9MQ, Mandovi River, Reis Magos, Goa 403001, India",4.2,96.0,ChIJKSK3n_DAvzsR4MfzMrEHbGE,"tourist_attraction, point_of_interest, establishment",Tiswadi (Panaji),15.4959536,73.806726,,,['beaches'],0,1,0.8,0.8004310344827587,0.39516896241162347,0.6383262056543046,0.9084657038498933,0.7026420512620429
Archbishop's Palace,"FRRG+QF7, Altinho, Panaji, Goa 403001, India",4.6,201.0,ChIJK7CL6JHAvzsRcYYIaKrhVJw,"point_of_interest, establishment",Tiswadi (Panaji),15.491944,73.8261593,,,['historical'],0,1,0.8999999999999999,0.8997119324001365,0.4585344621861603,0.723240944314546,0.9084657038498933,0.7961125458557188
River Of Life Church (ROLC),"Before Kadamba Tourist home, Eutico Apartments, Buttem bhat, Merces, Panaji, Mersi Tem, Goa 403005, India",5.0,3.0,ChIJRRQmBIbAvzsRZ_-RMsArvTg,"church, place_of_worship, point_of_interest, establishment",Tiswadi (Panaji),15.4865368,73.8511855,,,"['nature', 'religious']",0,1,1.0,0.9604525862068966,0.11974975181056162,0.6241714524483626,0.9084657038498933,0.6870611073189121
National Flag mast,"FRWQ+485, Panaji - Farmagudi - Margao Hwy Bypass Rd, Patto Centre, Bambolim, Panaji, Goa 403001, India",5.0,8.0,ChIJZ3G-qP_BvzsRv6dY5BejKwo,"museum, point_of_interest, establishment",Tiswadi (Panaji),15.4952612,73.838359,,,['historical'],0,1,1.0,0.9824233716475095,0.18979886609040555,0.6653735694246679,0.9084657038498933,0.7324146267767178
Museum Solar Souto Maior,"H.NO.B-40,ST.PEDRO BAINGUINIM, Old Goa, 403402, India",3.8,29.0,ChIJB2W7l_y-vzsRlN1n1DugmKc,"museum, point_of_interest, establishment",Tiswadi (Panaji),15.4998023,73.8940311,,,['historical'],0,1,0.7,0.7047270114942529,0.2937994654928495,0.5403559930936915,0.9084657038498933,0.5948006521366437
Archdiocese of Goa & Daman,"Archbishop's House, Altinho, Panaji",4.6,33.0,ChIJUaDp2fK-vzsR-hP5gyIRAOc,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Tiswadi (Panaji),15.4917463,73.826237,,,"['historical', 'nature', 'religious']",0,1,0.8999999999999999,0.8982885395537524,0.3046112062925914,0.6608176062492881,0.9084657038498933,0.7273996183332813
"Shree Damodar Circle Bell, Fatorda","Margao - Ponda Hwy, Gawli Wada, Fatorda, Madgaon, Goa 403601, India",4.4,19.0,ChIJx0C5u9uzvzsRcmcBV5YvSWA,"tourist_attraction, point_of_interest, establishment",Salcete (Margao),15.286073,73.9635966,,,['nature'],3,4,0.8500000000000001,0.8495905172413794,0.3204433831339939,0.6379316635984251,0.9195891177403319,0.6937138024925611
Ana Fonte Garden,"7XH5+3QV, Bernardo Peres da Silva Rd, Pajifond, Madgaon, Goa 403601, India",3.9,165.0,ChIJl86yYd2zvzsRMZW7wiVu67s,"park, point_of_interest, establishment",Salcete (Margao),15.2777419,73.9594084,,,['nature'],3,4,0.725,0.7257036767760697,0.5468121019697361,0.6541470468535362,0.9195891177403319,0.7113470942989675
Margao Municipal Garden,"7XF5+864, Pajifond, Madgaon, Goa 403601, India",4.1,1072.0,ChIJI7qdNeizvzsRlKd0ZLtxB8g,"tourist_attraction, park, point_of_interest, establishment",Salcete (Margao),15.2732507,73.9580861,,,['nature'],3,4,0.7749999999999999,0.7750622649998392,0.7464360015282285,0.7636117596111949,0.9195891177403319,0.8303836407803371
MotiDongor Hill,"7XJ8+8PG, Monte Hill, Madgaon, Goa 403601, India",3.8,44.0,ChIJq6qq6tuzvzsRtScDDgv23vw,"park, point_of_interest, establishment",Salcete (Margao),15.2808001,73.9668408,,,['nature'],3,4,0.7,0.7031513409961685,0.4071858548374681,0.5847651465326883,0.9195891177403319,0.6358982889767197
Aga Khan Children's Park,"7XF5+P48, Pajifond, Madgaon, Goa 403601, India",3.7,2634.0,ChIJR088NuizvzsRD0RGysUFDx4,"park, point_of_interest, establishment",Salcete (Margao),15.2742891,73.9578409,,,['nature'],3,4,0.675,0.6750633056337108,0.8425374651934239,0.742052969457596,0.9195891177403319,0.8069397028979768
Shri Damodar Temple,"Gogoleshwar Temple Rd, EWS COLONY, Gogol Housing Board, Madgaon, Goa 403601, India",4.7,58.0,ChIJZTVU1S2yvzsRNkvLZsV_fzw,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.282063,73.992065,,,"['nature', 'religious']",3,4,0.925,0.9235900058445354,0.43616043560213624,0.7286181777475758,0.9195891177403319,0.7923301436384751
Gonsua Betalbatim Beach,"Pacheco Vaddo, Gansua, Betalbatim, Goa 403713, India",4.5,391.0,ChIJg5uysxq3vzsRO8TaBsR85ts,"tourist_attraction, point_of_interest, establishment",Salcete (Margao),15.3072064,73.9030586,,,['beaches'],3,4,0.875,0.8749153325123153,0.6387257507665552,0.7804394998140113,0.9195891177403319,0.8486828353642906
Majorda beach,"8W63+F4J, Majorda, Goa 403713, India",4.6,337.0,ChIJwTfthqi3vzsRpAgUskiy6l4,"tourist_attraction, point_of_interest, establishment",Salcete (Margao),15.3112107,73.9027669,,,['beaches'],3,4,0.8999999999999999,0.8998278412568862,0.622871590817899,0.7890453410812912,0.9195891177403319,0.8580411902004447
Salaulim Garden,"657H+RFG, Kurdi, Ugem, Goa 403704, India",4.5,1202.0,ChIJGY0GDtOqvzsR_js0g5JUddQ,"tourist_attraction, park, point_of_interest, establishment",Salcete (Margao),15.2145589,74.1786934,,,['nature'],1,2,0.875,0.8749724109267062,0.6903873266461259,0.801138377214474,0.9399987939967839,0.8522759628319427
Nagesh Love Forest,"Gudi, Quepem Rd, Chandor, Goa 403714, India",3.4,404.0,ChIJNShtiX6tvzsRfW6eUqD5Xtc,"tourist_attraction, amusement_park, point_of_interest, establishment",Salcete (Margao),15.2421745,74.0332858,,,['nature'],3,4,0.6,0.6005970625798213,0.6422155613577655,0.6172444620909989,0.9195891177403319,0.671217666872492
Cansaulim Beach,"8VVQ+QGQ, Cansaulim, Goa 403712, India",4.3,232.0,ChIJi07fkKC3vzsRbodJKvUTgSQ,"tourist_attraction, point_of_interest, establishment",Salcete (Margao),15.3444647,73.8888727,,,['beaches'],3,4,0.825,0.8250721474026934,0.5830792087377785,0.7282749719367274,0.9195891177403319,0.7919569271614341
